Locus	sgRNA	Beta	zscore	pvalue	FDR	wald_pvalue	wald_fdr	Cas_variant	FACS_protein	sgRNA_group
rs35614134	5	-0.17359	-2.0013	0.066225	0.75962	0.045364	0.59361	Cas9	Ca	CAD_loci
rs11022753	5	0.16879	1.981	0.11306	0.78914	0.047595	0.59361	Cas9	Ca	CAD_loci
rs2072142	5	-0.15544	-2.0671	0.092242	0.78327	0.038724	0.59361	Cas9	Ca	CAD_loci
rs11586946	5	-0.033424	-0.61087	0.74125	0.99068	0.54128	0.88768	Cas9	Ca	CAD_loci
rs476828	4	0.0036675	0.044773	0.97588	0.99619	0.96429	0.99496	Cas9	Ca	CAD_loci
Pos_SAM_TRPV4	18	0.1016	1.7911	0.062441	0.75962	0.073274	0.62435	Cas9	Ca	known_genes
rs10116277	4	-0.12506	-1.7649	0.22895	0.86988	0.077586	0.62435	Cas9	Ca	CAD_loci
rs9896058	5	-0.092404	-1.8248	0.32687	0.89089	0.068035	0.62414	Cas9	Ca	CAD_loci
rs11838776	5	-0.031361	-0.48989	0.75875	0.992	0.62421	0.92755	Cas9	Ca	CAD_loci
rs4073322	5	-0.062361	-0.72768	0.52223	0.95462	0.46681	0.84709	Cas9	Ca	CAD_loci
rs6060244	5	0.12188	1.0818	0.22942	0.86988	0.27934	0.76287	Cas9	Ca	CAD_loci
rs3731827	5	0.13484	1.5409	0.18307	0.84818	0.12333	0.67981	Cas9	Ca	CAD_loci
rs141600589	1	0.18323	1.3241	0.39215	0.93841	0.18546	0.70524	Cas9	Ca	CAD_loci
prom_GPX3	5	-0.051445	-0.53672	0.59886	0.96791	0.59146	0.9106	Cas9	Ca	known_genes
rs2059904	3	-0.086715	-1.0041	0.47351	0.94101	0.31534	0.78599	Cas9	Ca	CAD_loci
rs4887829	5	-0.049482	-0.69912	0.61589	0.96877	0.48448	0.85634	Cas9	Ca	CAD_loci
rs58084604	4	-0.064231	-0.87157	0.5421	0.95616	0.38344	0.82632	Cas9	Ca	CAD_loci
rs9915604	2	-0.17172	-1.0064	0.23794	0.87768	0.31425	0.78599	Cas9	Ca	CAD_loci
rs144662567	3	-0.15701	-1.4034	0.18827	0.84818	0.16051	0.68536	Cas9	Ca	CAD_loci
rs9943599	4	-0.12996	-2.0264	0.21192	0.85333	0.042727	0.59361	Cas9	Ca	CAD_loci
rs2943647	5	-0.12064	-1.2323	0.19726	0.84818	0.21785	0.72512	Cas9	Ca	CAD_loci
rs11022742	5	-0.10744	-1.6388	0.25591	0.87768	0.10125	0.66267	Cas9	Ca	CAD_loci
rs10198569	5	-0.060406	-0.73936	0.53406	0.95531	0.45969	0.84355	Cas9	Ca	CAD_loci
rs5780094	5	-0.077017	-1.1441	0.41816	0.93841	0.2526	0.74329	Cas9	Ca	CAD_loci
rs7200053	5	-0.027841	-0.33098	0.78146	0.992	0.74066	0.96462	Cas9	Ca	CAD_loci
rs55734215	5	-0.1049	-0.78429	0.26679	0.87768	0.43287	0.83878	Cas9	Ca	CAD_loci
rs17248720	5	0.10471	1.4176	0.30464	0.89089	0.15632	0.68536	Cas9	Ca	CAD_loci
rs11418078	4	-0.029102	-0.29549	0.78146	0.992	0.76762	0.96572	Cas9	Ca	CAD_loci
rs13206434	5	-0.11905	-1.127	0.20199	0.8498	0.25973	0.74804	Cas9	Ca	CAD_loci
rs6719046	2	0.20631	2.0086	0.21145	0.85333	0.044574	0.59361	Cas9	Ca	CAD_loci
rs2972138	4	-0.02328	-0.29656	0.82498	0.992	0.7668	0.96572	Cas9	Ca	CAD_loci
rs17282057	2	0.10977	1.2991	0.47493	0.94101	0.1939	0.70524	Cas9	Ca	CAD_loci
rs7214227	3	-0.13552	-2.0825	0.26537	0.87768	0.037295	0.59361	Cas9	Ca	CAD_loci
rs2013002	2	0.04545	0.43778	0.75071	0.99068	0.66154	0.94494	Cas9	Ca	CAD_loci
rs2019090	5	-0.042462	-0.39563	0.66556	0.98533	0.69238	0.96211	Cas9	Ca	CAD_loci
rs117616040	5	0.17494	2.139	0.10218	0.78914	0.032433	0.59361	Cas9	Ca	CAD_loci
rs62391062	5	0.0030128	0.029047	0.98061	0.99619	0.97683	0.99638	Cas9	Ca	CAD_loci
rs62233138	5	0.075608	0.85649	0.45837	0.94101	0.39173	0.82977	Cas9	Ca	CAD_loci
rs12928036	5	0.014749	0.31626	0.88411	0.992	0.75181	0.96462	Cas9	Ca	CAD_loci
rs6494488	5	0.13272	1.4595	0.1878	0.84818	0.14442	0.68519	Cas9	Ca	CAD_loci
rs9303431	5	0.013282	0.1995	0.89499	0.992	0.84187	0.97602	Cas9	Ca	CAD_loci
rs34327087	3	0.065245	0.86434	0.5913	0.96791	0.3874	0.82632	Cas9	Ca	CAD_loci
rs35145830	2	-0.16948	-1.7966	0.24314	0.87768	0.072402	0.62435	Cas9	Ca	CAD_loci
Ess_SAM_EIF3B	6	-0.12887	-1.4863	0.1211	0.79503	0.1372	0.67981	Cas9	Ca	essential_genes
rs12967878	5	0.05302	1.0057	0.59792	0.96791	0.31456	0.78599	Cas9	Ca	CAD_loci
rs113801196	5	0.095387	1.3544	0.35052	0.90587	0.17561	0.69814	Cas9	Ca	CAD_loci
rs73158489	2	-0.021259	-0.17736	0.90918	0.992	0.85923	0.97677	Cas9	Ca	CAD_loci
rs74599371	5	-0.099816	-1.4251	0.29328	0.89089	0.15412	0.68536	Cas9	Ca	CAD_loci
rs1024137	3	0.028627	0.1854	0.81268	0.992	0.85292	0.97677	Cas9	Ca	CAD_loci
rs9551473	4	-0.030579	-0.39461	0.772	0.992	0.69313	0.96211	Cas9	Ca	CAD_loci
rs1534386	5	-0.049809	-0.96581	0.61306	0.96863	0.33414	0.79341	Cas9	Ca	CAD_loci
rs10883832	4	-0.020572	-0.11921	0.84863	0.992	0.90511	0.98073	Cas9	Ca	CAD_loci
rs3734214	5	-0.033967	-0.25892	0.73557	0.99068	0.7957	0.97596	Cas9	Ca	CAD_loci
rs10517620	5	-0.17638	-1.6121	0.062441	0.75962	0.10693	0.67303	Cas9	Ca	CAD_loci
rs1384705	5	0.14331	2.1045	0.15799	0.82266	0.035334	0.59361	Cas9	Ca	CAD_loci
rs138722156	5	0.079988	1.037	0.43756	0.94101	0.29972	0.77287	Cas9	Ca	CAD_loci
rs17411168	5	-0.17893	-2.5014	0.057711	0.75962	0.012369	0.51659	Cas9	Ca	CAD_loci
rs1537373	5	-0.026741	-0.28443	0.79186	0.992	0.77608	0.96793	Cas9	Ca	CAD_loci
rs4888409	3	0.089919	1.4818	0.4825	0.94101	0.1384	0.68198	Cas9	Ca	CAD_loci
rs6680	5	-0.00027041	-0.0023329	0.99574	0.99763	0.99814	0.99908	Cas9	Ca	CAD_loci
rs117908897	5	-0.0048064	-0.033882	0.95648	0.99619	0.97297	0.99638	Cas9	Ca	CAD_loci
rs112702205	3	-0.090751	-0.68479	0.44844	0.94101	0.49348	0.86253	Cas9	Ca	CAD_loci
rs61319091	3	0.19391	1.2117	0.15516	0.81592	0.22563	0.72512	Cas9	Ca	CAD_loci
rs34029266	5	-0.047546	-0.59705	0.63103	0.9724	0.55048	0.88968	Cas9	Ca	CAD_loci
rs75535620	5	0.0094167	0.11216	0.92857	0.992	0.9107	0.98249	Cas9	Ca	CAD_loci
rs2259820	5	-0.015488	-0.24009	0.88127	0.992	0.81026	0.97596	Cas9	Ca	CAD_loci
rs10852932	5	-0.035256	-0.60589	0.728	0.99068	0.54459	0.889	Cas9	Ca	CAD_loci
rs7203157	4	-0.10319	-1.4033	0.32356	0.89089	0.16052	0.68536	Cas9	Ca	CAD_loci
rs10733376	5	-0.10545	-1.3108	0.26395	0.87768	0.18992	0.70524	Cas9	Ca	CAD_loci
rs2494114	3	-0.036469	-0.56315	0.76727	0.992	0.57334	0.90254	Cas9	Ca	CAD_loci
rs2820310	3	0.090201	0.11696	0.47966	0.94101	0.90689	0.98166	Cas9	Ca	CAD_loci
rs9839821	3	-0.17502	-1.3513	0.13907	0.80992	0.17661	0.69918	Cas9	Ca	CAD_loci
rs8024	5	0.052625	0.84226	0.59981	0.96794	0.39964	0.83383	Cas9	Ca	CAD_loci
rs2550035	5	0.018892	0.24319	0.85099	0.992	0.80786	0.97596	Cas9	Ca	CAD_loci
rs1333042	5	-0.024062	-0.28726	0.81362	0.992	0.77392	0.96777	Cas9	Ca	CAD_loci
rs17465940	5	0.12684	1.6747	0.20624	0.85135	0.093998	0.6481	Cas9	Ca	CAD_loci
rs10715382	5	-0.15371	-1.9923	0.0965	0.78327	0.046339	0.59361	Cas9	Ca	CAD_loci
rs3796581	5	-0.014742	-0.20147	0.88931	0.992	0.84033	0.97602	Cas9	Ca	CAD_loci
9:22121369	4	-0.11685	-1.2072	0.26206	0.87768	0.22737	0.72512	Cas9	Ca	CAD_loci
rs4387568	3	-0.095082	-0.78699	0.43236	0.93943	0.43129	0.83878	Cas9	Ca	CAD_loci
rs145756814	5	0.041239	0.63948	0.68307	0.98533	0.52251	0.88155	Cas9	Ca	CAD_loci
rs1078004	5	0.025456	0.19689	0.80132	0.992	0.84391	0.97602	Cas9	Ca	CAD_loci
rs34499461	5	-0.082318	-1.003	0.38458	0.93135	0.31585	0.78599	Cas9	Ca	CAD_loci
Pos_GECKO_CAT	6	-0.022013	-0.40516	0.79991	0.992	0.68536	0.96014	Cas9	Ca	known_genes
rs925735	5	0.047843	0.82527	0.64238	0.9728	0.40922	0.83638	Cas9	Ca	CAD_loci
rs1169279	4	-0.065985	-1.2559	0.52933	0.95531	0.20914	0.72512	Cas9	Ca	CAD_loci
rs903678	4	-0.10441	-0.76771	0.31977	0.89089	0.44266	0.83878	Cas9	Ca	CAD_loci
Pos_GECKO_NOS3	6	0.01011	0.074286	0.91864	0.992	0.94078	0.98848	Cas9	Ca	known_genes
rs61791510	5	-0.11996	-1.6545	0.20009	0.8498	0.098028	0.64988	Cas9	Ca	CAD_loci
rs74233809	4	-0.027806	-0.25671	0.79139	0.992	0.7974	0.97596	Cas9	Ca	CAD_loci
rs2410623	5	-0.014568	-0.16524	0.88931	0.992	0.86875	0.97677	Cas9	Ca	CAD_loci
rs3811414	5	0.10985	1.1913	0.2824	0.88972	0.23352	0.72704	Cas9	Ca	CAD_loci
rs6060236	5	0.03621	0.48839	0.71618	0.9889	0.62528	0.92755	Cas9	Ca	CAD_loci
rs1050362	5	-0.1387	-1.5472	0.1334	0.80802	0.12181	0.67981	Cas9	Ca	CAD_loci
rs6694952	4	0.00018948	0.0024644	0.99527	0.99763	0.99803	0.99908	Cas9	Ca	CAD_loci
rs7212249	5	0.099946	1.8851	0.32403	0.89089	0.059421	0.61219	Cas9	Ca	CAD_loci
rs10693268	5	-0.15928	-1.1182	0.087512	0.78327	0.26349	0.75366	Cas9	Ca	CAD_loci
rs57690120	5	0.03909	0.47301	0.69726	0.98533	0.63621	0.93302	Cas9	Ca	CAD_loci
rs62233148	5	0.013949	0.15615	0.88978	0.992	0.87591	0.97677	Cas9	Ca	CAD_loci
rs17700144	5	-0.004098	-0.070683	0.96547	0.99619	0.94365	0.98981	Cas9	Ca	CAD_loci
Ess_SAM_EIF3D	7	0.07356	0.76151	0.38458	0.93135	0.44635	0.83878	Cas9	Ca	essential_genes
rs11057409	3	-0.056999	-0.35028	0.63718	0.9726	0.72613	0.9631	Cas9	Ca	CAD_loci
rs650241	5	-0.053474	-0.67341	0.58515	0.96734	0.50069	0.86288	Cas9	Ca	CAD_loci
rs34633411	5	0.0014009	0.019309	0.99007	0.99619	0.98459	0.99638	Cas9	Ca	CAD_loci
rs7403708	5	-0.05051	-0.69668	0.60643	0.96863	0.486	0.85832	Cas9	Ca	CAD_loci
rs4888379	5	0.13149	1.9746	0.19111	0.84818	0.04831	0.59376	Cas9	Ca	CAD_loci
rs12603057	2	0.1225	0.71872	0.42668	0.93861	0.47231	0.85117	Cas9	Ca	CAD_loci
rs12949991	5	0.016922	0.21201	0.86518	0.992	0.8321	0.97602	Cas9	Ca	CAD_loci
rs1187415	5	0.014254	0.13357	0.88789	0.992	0.89374	0.97677	Cas9	Ca	CAD_loci
rs1169292	5	0.10591	1.3099	0.30038	0.89089	0.19024	0.70524	Cas9	Ca	CAD_loci
prom_CAV1	5	0.0065313	0.079347	0.95128	0.99555	0.93676	0.9867	Cas9	Ca	known_genes
18:57851459	5	-0.10553	-1.5353	0.26301	0.87768	0.1247	0.67981	Cas9	Ca	CAD_loci
rs4888392	1	0.10693	0.53919	0.60596	0.96863	0.58975	0.9106	Cas9	Ca	CAD_loci
rs242577	4	-0.058038	-0.53851	0.57994	0.96734	0.59023	0.9106	Cas9	Ca	CAD_loci
rs2650000	5	0.054776	0.68592	0.58751	0.96734	0.49276	0.86244	Cas9	Ca	CAD_loci
rs4888426	5	-0.079429	-1.2283	0.40019	0.93841	0.21933	0.72512	Cas9	Ca	CAD_loci
rs139170988	4	-0.046114	-0.49535	0.67029	0.98533	0.62035	0.92755	Cas9	Ca	CAD_loci
rs7165733	5	-0.0037208	-0.031004	0.96736	0.99619	0.97527	0.99638	Cas9	Ca	CAD_loci
rs6490304	5	0.14248	1.5132	0.16036	0.82683	0.13023	0.67981	Cas9	Ca	CAD_loci
Ess_SAM_SNRNP200	5	0.086337	1.1005	0.39924	0.93841	0.27111	0.76029	Cas9	Ca	essential_genes
Ess_GECKO_EIF3B	6	-0.56685	-4.5759	0	0	4.7417e-06	0.010024	Cas9	Ca	essential_genes
rs9926156	5	-0.079637	-1.0578	0.39782	0.93841	0.29016	0.76287	Cas9	Ca	CAD_loci
rs7301953	5	-0.21226	-2.587	0.026017	0.63218	0.0096817	0.51659	Cas9	Ca	CAD_loci
rs2222018	2	0.030878	0.3798	0.81362	0.992	0.7041	0.9631	Cas9	Ca	CAD_loci
rs10919064	4	0.0057866	0.057736	0.95885	0.99619	0.95396	0.98981	Cas9	Ca	CAD_loci
rs12105996	5	0.036919	0.34159	0.7105	0.98816	0.73266	0.96462	Cas9	Ca	CAD_loci
rs2366639	5	0.17397	1.8375	0.10407	0.78914	0.066137	0.62414	Cas9	Ca	CAD_loci
rs140473396	3	-0.31503	-2.4765	0.013245	0.57143	0.013267	0.51659	Cas9	Ca	CAD_loci
rs11643209	5	-0.0071929	-0.099403	0.93992	0.993	0.92082	0.98297	Cas9	Ca	CAD_loci
Pos_GECKO_GPX3	6	-0.072379	-0.86791	0.40397	0.93841	0.38544	0.82632	Cas9	Ca	known_genes
rs10935971	5	-0.15665	-1.4344	0.09035	0.78327	0.15145	0.68536	Cas9	Ca	CAD_loci
rs3851733	5	0.0096404	0.12409	0.92621	0.992	0.90125	0.97905	Cas9	Ca	CAD_loci
rs9911678	1	0.027077	0.18671	0.88505	0.992	0.85188	0.97677	Cas9	Ca	CAD_loci
rs2713556	5	0.039182	0.59891	0.69631	0.98533	0.54924	0.88968	Cas9	Ca	CAD_loci
rs35263058	3	0.0024056	0.025797	0.9702	0.99619	0.97942	0.99638	Cas9	Ca	CAD_loci
rs7194397	5	0.10445	0.92642	0.30511	0.89089	0.35423	0.81111	Cas9	Ca	CAD_loci
rs12933281	5	-0.17455	-3.3272	0.064333	0.75962	0.00087717	0.26485	Cas9	Ca	CAD_loci
rs7210979	4	0.017961	0.16498	0.8666	0.992	0.86896	0.97677	Cas9	Ca	CAD_loci
rs142913791	5	-0.010897	-0.17049	0.91202	0.992	0.86463	0.97677	Cas9	Ca	CAD_loci
rs9897309	4	-0.073053	-0.7135	0.48297	0.94101	0.47553	0.85237	Cas9	Ca	CAD_loci
rs6738645	5	-0.076997	-0.89871	0.41816	0.93841	0.36881	0.81997	Cas9	Ca	CAD_loci
rs11907011	5	0.061347	1.1133	0.54021	0.95616	0.26557	0.75388	Cas9	Ca	CAD_loci
rs11057399	5	-0.10439	-1.0637	0.26963	0.87768	0.28747	0.76287	Cas9	Ca	CAD_loci
rs12443904	4	0.084363	0.71798	0.42479	0.93841	0.47277	0.85117	Cas9	Ca	CAD_loci
rs77335224	1	0.23379	1.2431	0.30227	0.89089	0.21385	0.72512	Cas9	Ca	CAD_loci
rs75635186	3	-0.062741	-0.87246	0.6036	0.96863	0.38296	0.82632	Cas9	Ca	CAD_loci
rs10953541	5	0.067831	0.91441	0.50473	0.9545	0.3605	0.81193	Cas9	Ca	CAD_loci
rs8050769	2	0.182	1.5506	0.26395	0.87768	0.12099	0.67981	Cas9	Ca	CAD_loci
rs7667633	4	-0.099521	-1.1481	0.33633	0.89798	0.25093	0.74087	Cas9	Ca	CAD_loci
rs4930295	5	0.064663	0.95872	0.52129	0.95462	0.3377	0.79808	Cas9	Ca	CAD_loci
rs141787760	5	0.18991	1.7548	0.074267	0.75962	0.079293	0.62435	Cas9	Ca	CAD_loci
rs11905081	2	0.03748	0.10421	0.78477	0.992	0.917	0.9828	Cas9	Ca	CAD_loci
rs147729680	5	-0.1141	-1.8507	0.22564	0.86988	0.064213	0.62414	Cas9	Ca	CAD_loci
rs7210820	5	-0.038726	-0.36733	0.69442	0.98533	0.71337	0.9631	Cas9	Ca	CAD_loci
rs2644109	5	0.14484	1.0085	0.15374	0.81592	0.31321	0.78599	Cas9	Ca	CAD_loci
rs6739015	5	0.010798	0.10751	0.91627	0.992	0.91438	0.9828	Cas9	Ca	CAD_loci
rs4888415	3	0.06968	0.48826	0.56812	0.96175	0.62537	0.92755	Cas9	Ca	CAD_loci
rs3844510	5	-0.061747	-1.1209	0.52554	0.95462	0.26232	0.75245	Cas9	Ca	CAD_loci
rs55940034	4	0.012707	0.18306	0.90397	0.992	0.85475	0.97677	Cas9	Ca	CAD_loci
rs360157	5	-0.023032	-0.34858	0.82214	0.992	0.7274	0.9631	Cas9	Ca	CAD_loci
rs7314459	1	-0.20882	-1.4335	0.32734	0.89089	0.1517	0.68536	Cas9	Ca	CAD_loci
rs56155140	5	0.10868	0.73989	0.28761	0.89089	0.45937	0.84355	Cas9	Ca	CAD_loci
rs2876643	5	-0.050839	-0.81818	0.6036	0.96863	0.41325	0.83638	Cas9	Ca	CAD_loci
rs2165558	5	0.040587	0.49271	0.68732	0.98533	0.62222	0.92755	Cas9	Ca	CAD_loci
rs9469930	5	-0.0013649	-0.019498	0.98959	0.99619	0.98444	0.99638	Cas9	Ca	CAD_loci
rs404392	2	-0.17658	-1.2053	0.22611	0.86988	0.22808	0.72608	Cas9	Ca	CAD_loci
rs35878331	5	-0.0031074	-0.058326	0.97351	0.99619	0.95349	0.98981	Cas9	Ca	CAD_loci
rs1549306	5	-0.032184	-0.37682	0.75213	0.99068	0.70631	0.9631	Cas9	Ca	CAD_loci
rs9583489	2	-0.06924	-0.82478	0.64191	0.9728	0.40949	0.83638	Cas9	Ca	CAD_loci
rs1559339	5	0.1894	2.1522	0.07474	0.75962	0.031381	0.59361	Cas9	Ca	CAD_loci
rs11641801	4	0.024734	0.31953	0.82734	0.992	0.74933	0.96462	Cas9	Ca	CAD_loci
Ess_SAM_RPL36	9	0.19956	2.0979	0.010407	0.55	0.035917	0.59361	Cas9	Ca	essential_genes
rs28407443	5	0.12303	1.4082	0.22375	0.86988	0.15908	0.68536	Cas9	Ca	CAD_loci
rs80170004	4	-0.007932	-0.10578	0.93472	0.992	0.91576	0.9828	Cas9	Ca	CAD_loci
rs9469931	1	-0.058821	-0.20968	0.78051	0.992	0.83392	0.97602	Cas9	Ca	CAD_loci
rs7213603	2	-0.070816	-0.9799	0.63198	0.9724	0.32714	0.79161	Cas9	Ca	CAD_loci
rs73903017	5	-0.021625	-0.30569	0.83349	0.992	0.75984	0.96462	Cas9	Ca	CAD_loci
rs34878139	3	-0.028826	-0.31547	0.81268	0.992	0.75241	0.96462	Cas9	Ca	CAD_loci
rs6503324	4	-0.018249	-0.16429	0.86518	0.992	0.8695	0.97677	Cas9	Ca	CAD_loci
rs59528299	4	0.10369	1.4526	0.32545	0.89089	0.14634	0.68536	Cas9	Ca	CAD_loci
rs649257	5	-0.016653	-0.20969	0.87039	0.992	0.83391	0.97602	Cas9	Ca	CAD_loci
rs1713839	5	0.029993	0.39154	0.76537	0.992	0.6954	0.96211	Cas9	Ca	CAD_loci
rs4146809	5	-0.030732	-0.36192	0.76206	0.992	0.71741	0.9631	Cas9	Ca	CAD_loci
rs6488913	5	-0.030251	-0.43887	0.7649	0.992	0.66076	0.94494	Cas9	Ca	CAD_loci
rs12310367	5	-0.075056	-0.70477	0.43283	0.93943	0.48095	0.85414	Cas9	Ca	CAD_loci
rs1727944	5	-0.13482	-2.5364	0.14333	0.81067	0.011199	0.51659	Cas9	Ca	CAD_loci
rs1333049	5	-0.11253	-1.3574	0.23321	0.87722	0.17466	0.69797	Cas9	Ca	CAD_loci
rs590121	5	-0.0020803	-0.027013	0.98581	0.99619	0.97845	0.99638	Cas9	Ca	CAD_loci
rs11191447	2	-0.0023163	-0.016591	0.98534	0.99619	0.98676	0.99666	Cas9	Ca	CAD_loci
rs60850854	4	-0.058007	-0.76032	0.57994	0.96734	0.44706	0.83878	Cas9	Ca	CAD_loci
rs12444589	5	0.093275	1.4041	0.35904	0.91778	0.16027	0.68536	Cas9	Ca	CAD_loci
rs357498	5	-0.046083	-0.64003	0.64286	0.9728	0.52215	0.88155	Cas9	Ca	CAD_loci
rs72050190	5	0.064387	0.92438	0.52176	0.95462	0.35529	0.81111	Cas9	Ca	CAD_loci
rs4887825	1	-0.077523	-0.83387	0.70908	0.98748	0.40435	0.83638	Cas9	Ca	CAD_loci
rs10059661	5	-0.17273	-1.7577	0.067171	0.75962	0.078803	0.62435	Cas9	Ca	CAD_loci
rs36113266	3	0.0011103	0.0092199	0.97635	0.99619	0.99264	0.99891	Cas9	Ca	CAD_loci
rs4765562	5	0.066246	0.94689	0.51277	0.95451	0.3437	0.80107	Cas9	Ca	CAD_loci
rs11431123	2	-0.043145	-0.37967	0.78571	0.992	0.70419	0.9631	Cas9	Ca	CAD_loci
Pos_GECKO_ICAM1	6	0.063483	1.1889	0.46925	0.94101	0.23447	0.72738	Cas9	Ca	known_genes
rs2315065	1	-0.13187	-0.54367	0.52744	0.95462	0.58667	0.9106	Cas9	Ca	CAD_loci
rs57332886	4	-0.034656	-0.42854	0.73983	0.99068	0.66826	0.95067	Cas9	Ca	CAD_loci
rs62276839	5	0.0038315	0.059275	0.97209	0.99619	0.95273	0.98981	Cas9	Ca	CAD_loci
rs72495719	3	0.035404	0.26837	0.77389	0.992	0.78841	0.97439	Cas9	Ca	CAD_loci
rs10025717	2	-0.23499	-2.6445	0.1211	0.79503	0.0081811	0.51659	Cas9	Ca	CAD_loci
Ess_GECKO_PRPF19	6	0.24011	1.4	0.016083	0.58065	0.16152	0.68536	Cas9	Ca	essential_genes
rs2279285	5	0.012968	0.17469	0.89735	0.992	0.86132	0.97677	Cas9	Ca	CAD_loci
rs4405410	3	0.037301	0.39925	0.76301	0.992	0.68971	0.96211	Cas9	Ca	CAD_loci
rs216209	2	-0.022687	-0.18263	0.90066	0.992	0.85509	0.97677	Cas9	Ca	CAD_loci
rs2644114	5	-0.17296	-1.5095	0.067171	0.75962	0.13117	0.67981	Cas9	Ca	CAD_loci
rs11191416	4	-0.053691	-0.73345	0.61353	0.96863	0.46329	0.84649	Cas9	Ca	CAD_loci
rs216193	5	0.11382	0.58948	0.26301	0.87768	0.55554	0.89445	Cas9	Ca	CAD_loci
rs1200160	3	-0.0098044	-0.099547	0.94939	0.99504	0.9207	0.98297	Cas9	Ca	CAD_loci
rs216172	5	0.046489	0.5166	0.65137	0.97798	0.60543	0.92011	Cas9	Ca	CAD_loci
rs34091558	5	-0.00901	-0.14929	0.92526	0.992	0.88132	0.97677	Cas9	Ca	CAD_loci
rs6440935	4	-0.013154	-0.16566	0.89782	0.992	0.86842	0.97677	Cas9	Ca	CAD_loci
rs2713560	5	-0.075155	-0.94502	0.43283	0.93943	0.34465	0.8014	Cas9	Ca	CAD_loci
rs1169294	5	0.058167	0.95232	0.56386	0.96141	0.34093	0.79992	Cas9	Ca	CAD_loci
rs2069940	4	0.10089	0.81439	0.33728	0.89798	0.41542	0.83638	Cas9	Ca	CAD_loci
rs10492814	5	0.010083	0.10518	0.92289	0.992	0.91623	0.9828	Cas9	Ca	CAD_loci
rs7261312	5	-0.11428	-2.2155	0.22469	0.86988	0.026724	0.59361	Cas9	Ca	CAD_loci
rs4888389	3	-0.18528	-3.2288	0.11968	0.7931	0.001243	0.26485	Cas9	Ca	CAD_loci
rs13125101	5	0.046729	0.75319	0.64901	0.97724	0.45134	0.84138	Cas9	Ca	CAD_loci
rs9941087	5	-0.078672	-0.96743	0.40634	0.93841	0.33333	0.79281	Cas9	Ca	CAD_loci
rs11861810	4	0.0035311	0.058997	0.97824	0.99619	0.95295	0.98981	Cas9	Ca	CAD_loci
rs2128739	5	0.077018	1.0695	0.45553	0.94101	0.28486	0.76287	Cas9	Ca	CAD_loci
rs7307277	4	-0.14694	-1.6973	0.15279	0.81592	0.089649	0.64026	Cas9	Ca	CAD_loci
rs988739	5	0.019101	0.23602	0.84957	0.992	0.81342	0.97596	Cas9	Ca	CAD_loci
rs17411126	5	-0.14631	-1.468	0.10927	0.78914	0.1421	0.68201	Cas9	Ca	CAD_loci
rs1991161	3	0.010838	0.094522	0.92195	0.992	0.92469	0.98297	Cas9	Ca	CAD_loci
rs6060245	4	-0.11703	-0.94144	0.26064	0.87768	0.34648	0.80313	Cas9	Ca	CAD_loci
rs60023390	2	-0.1631	-2.1345	0.2597	0.87768	0.032804	0.59361	Cas9	Ca	CAD_loci
rs10514393	1	0.23551	0.62603	0.29991	0.89089	0.5313	0.88379	Cas9	Ca	CAD_loci
rs1169301	5	-0.0085222	-0.081654	0.9281	0.992	0.93492	0.98654	Cas9	Ca	CAD_loci
rs7568458	5	0.065624	0.84564	0.51608	0.95451	0.39775	0.83383	Cas9	Ca	CAD_loci
rs11022750	5	-0.01983	-0.31115	0.84721	0.992	0.75568	0.96462	Cas9	Ca	CAD_loci
rs202037927	2	-0.081519	-0.94797	0.58515	0.96734	0.34314	0.80067	Cas9	Ca	CAD_loci
rs4888372	5	0.0013612	0.031326	0.99007	0.99619	0.97501	0.99638	Cas9	Ca	CAD_loci
rs8046109	5	0.02404	0.30124	0.80937	0.992	0.76323	0.965	Cas9	Ca	CAD_loci
rs357488	1	-0.23757	-1.6439	0.25828	0.87768	0.10021	0.66199	Cas9	Ca	CAD_loci
rs148500138	5	0.21888	2.2581	0.043519	0.71212	0.023939	0.59361	Cas9	Ca	CAD_loci
rs11651451	4	0.01217	0.11937	0.90776	0.992	0.90498	0.98073	Cas9	Ca	CAD_loci
rs9908924	5	-0.10924	-1.3476	0.2474	0.87768	0.17777	0.70245	Cas9	Ca	CAD_loci
2:216304770	4	0.16007	1.3998	0.14853	0.81592	0.16157	0.68536	Cas9	Ca	CAD_loci
rs2494115	5	-0.026459	-0.23232	0.79376	0.992	0.81629	0.97596	Cas9	Ca	CAD_loci
rs9896357	3	0.13298	1.0755	0.31599	0.89089	0.28215	0.76287	Cas9	Ca	CAD_loci
rs3806358	5	7.0484e-05	0.00093965	0.99858	0.99905	0.99925	0.99972	Cas9	Ca	CAD_loci
rs55997232	5	-0.1216	-1.2079	0.19489	0.84818	0.22707	0.72512	Cas9	Ca	CAD_loci
rs1441756	3	-0.12853	-1.9661	0.28855	0.89089	0.049285	0.59997	Cas9	Ca	CAD_loci
rs7785962	5	0.12467	1.4383	0.21712	0.85794	0.15034	0.68536	Cas9	Ca	CAD_loci
rs216176	5	-0.045002	-0.49713	0.64806	0.97724	0.6191	0.92755	Cas9	Ca	CAD_loci
Pos_SAM_VCAM1	4	-0.011549	-0.1285	0.91012	0.992	0.89776	0.97677	Cas9	Ca	known_genes
rs17163313	5	0.074378	0.91616	0.46405	0.94101	0.35958	0.81193	Cas9	Ca	CAD_loci
